Date,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Environment,Advertiser Currency,Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Revenue (Adv Currency)
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,75294,71047,50631,146,2058.00,507.515970
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,1373891,1320352,872343,783,283.00,5475.464370
2017/04/27,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,218265,208314,64982,86,15.00,135.727779
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,44982,43576,25798,34,245.00,204.295714
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,46945,42333,20651,28,9.00,44.941603
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,2267,2209,1435,2,14.00,12.268255
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,18607,17455,9305,27,559.00,110.829305
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,77186,74631,45578,35,233.00,397.108270
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,140581,137030,101388,268,3391.00,923.463345
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,473507,442823,244904,755,608.00,1956.566928
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,621122,589432,370171,341,249.00,2704.082737
2017/04/28,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1099903,1058204,447841,1120,169.00,821.720499
2017/04/28,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,30125,26603,13540,26,6.00,51.629768
2017/04/28,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,17048,16454,9748,9,4.00,27.357780
2017/04/28,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,19202,17906,10130,16,519.00,122.387911
2017/04/28,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,98208,92119,49535,101,98.00,385.002442
2017/04/28,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,195712,190397,140640,338,2959.00,1368.112985
2017/04/29,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,554253,519944,170520,251,14.00,439.865837
2017/04/29,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,0,0,0,0,298.00,0.000000
2017/04/29,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,80352,77301,43953,99,227.00,414.641397
2017/04/29,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,64957,59402,33096,82,19.00,187.857723
2017/04/29,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,25673,24557,14291,8,3.00,37.323761
2017/04/29,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,78111,73557,51862,142,2058.00,541.221747
2017/04/29,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,548960,512132,282094,833,607.00,2323.636690
2017/04/29,_2017_Next_International SS17_Saudi Arabia,3295158,Paused,,Desktop Web (Display RTB),GBP,47233,45714,20451,67,3.00,331.502887
2017/04/30,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,194583,186018,92638,158,71.00,624.512423
2017/04/30,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,0,0,0,0,415.00,0.000000
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,14129,13097,7786,18,404.00,85.558652
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,86674,83424,48121,107,211.00,433.564563
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,183816,166397,95670,200,52.00,404.176978
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,12539,11707,6687,21,322.00,78.532515
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,13510,12475,7117,9,419.00,82.918512
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Mobile Web,GBP,73113,66276,37684,58,27.00,223.598436
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,23617,21025,10759,14,1.00,39.147414
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,55146,52935,30835,36,186.00,298.827851
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,154581,134541,74077,132,42.00,427.491852
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,141822,137689,97123,221,2466.00,1020.373686
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,653304,608453,339122,962,655.00,2703.085046
2017/04/30,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,267117,242507,166159,405,108.00,1208.240056
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,1,1,1,0,449.00,0.008503
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,37764,35083,19363,41,145.00,139.150750
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,85675,82503,47866,35,49.00,249.294576
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,61845,57532,31176,69,323.00,225.396802
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,5246,4906,2819,14,9.00,21.890715
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,31103,29073,15843,43,149.00,114.729202
2017/05/01,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,21229,20669,14960,34,3124.00,134.312151
2017/05/01,_2017_Next_International SS17_ United Arab Emirates,3291256,Paused,,Desktop Web (Display RTB),GBP,99691,95649,35537,81,9.00,326.557650
2017/05/01,_2017_Next_International SS17_Saudi Arabia,3295158,Paused,,Desktop Web (Display RTB),GBP,53635,51864,22151,52,15.00,331.875145
2017/05/02,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,258695,248428,118899,159,131.00,589.450416
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,8495,7872,4584,8,319.00,50.043639
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,45561,42443,22932,62,96.00,166.410020
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,7480,6973,4081,9,318.00,44.786249
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,42360,39033,19897,34,25.00,50.372363
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,10130,9332,5426,13,419.00,60.086094
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,94642,91448,56681,20,26.00,123.730960
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,18128,15921,8346,9,8.00,16.500283
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,50582,42547,22921,38,23.00,69.532210
2017/05/02,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,51265,42691,27524,51,80.00,137.590458
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,57631,53370,28547,133,937.00,375.395641
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,101968,98049,58278,56,50.00,316.001814
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Mobile Web,GBP,87931,78352,40605,69,29.00,114.157116
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,4647,4348,2412,8,5.00,19.595549
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,18799,18236,11721,4,3.00,24.636765
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,55576,52101,27676,53,95.00,189.713733
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,64733,55716,29844,48,27.00,113.829939
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,19460,18291,12921,23,1661.00,121.011234
2017/05/03,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,284867,273505,143396,76,218.00,505.308589
2017/05/04,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,0,0,0,0,5.00,0.000000
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,70345,65690,34714,80,22.00,245.067856
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,171948,168711,75149,37,12.00,226.994451
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,11094,10391,5911,16,174.00,63.685373
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,9848,9437,5647,13,24.00,35.746845
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,90835,87415,54667,30,7.00,156.842437
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,23931,23111,14979,17,414.00,163.531264
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,75396,65583,34428,46,11.00,148.013600
2017/05/04,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,51990,46490,30632,55,19.00,172.800096
2017/04/05,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,366669,347967,133513,127,26.00,268.238290
2017/04/05,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,199935,190843,93325,110,69.00,716.870382
2017/04/05,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1076312,1043030,465749,1036,220.00,753.919463
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,92477,88982,53212,108,247.00,405.455940
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,17064,15954,9677,26,361.00,98.363052
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,44935,43286,26170,45,265.00,196.090068
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,22660,21053,12817,37,425.00,131.977525
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,150347,140317,73279,157,116.00,501.495774
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,167186,160628,105341,152,85.00,669.148996
2017/04/06,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,352856,334689,124154,110,18.00,262.191374
2017/04/06,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,192123,183712,90398,149,69.00,718.157723
2017/04/06,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,1014566,994931,409336,543,53.00,369.946352
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,19465,18878,11878,35,459.00,123.745333
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,81011,75356,41486,154,99.00,288.425649
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,115549,102430,52617,139,45.00,195.925536
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,19546,18743,12280,31,508.00,130.385510
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,73701,70676,44410,37,36.00,224.049640
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,85244,83109,49277,25,20.00,97.421808
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,2435,2261,1244,4,8.00,7.354196
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,184680,178233,107454,454,700.00,872.019781
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,166219,159875,102152,132,70.00,611.471130
2017/04/07,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,874423,856932,355814,416,48.00,316.509803
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,46884,44346,29090,83,845.00,344.022511
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,18825,18264,11367,51,417.00,120.931131
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,130110,123804,72595,49,15.00,183.750331
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,20225,19384,12685,21,63.00,99.730978
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,16785,15578,9492,18,416.00,102.117242
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,47188,45036,28969,11,13.00,92.815822
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,48522,43212,19854,40,3.00,30.966525
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,99580,86949,44489,113,31.00,90.247215
2017/04/08,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,732028,705127,319508,727,382.00,1810.428090
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,47356,44449,24765,86,47.00,174.790142
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,86711,77771,42809,114,27.00,256.684693
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,18184,16762,10429,23,440.00,113.777410
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,101280,94178,50216,125,225.00,380.488328
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Mobile Web,GBP,79056,70030,35247,47,19.00,113.709571
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,49795,48441,30777,16,6.00,83.109405
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,48005,42779,20706,38,8.00,46.972797
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,288667,279556,161708,177,48.00,585.194565
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,16014,14811,8914,45,672.00,102.946092
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,148777,143478,83555,379,419.00,733.442717
2017/04/09,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,298103,283582,105077,120,11.00,240.446340
2017/04/09,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,105466,103073,42892,36,28.00,59.628674
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,98894,91901,50624,210,134.00,364.140899
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,17161,16438,9903,32,423.00,119.016670
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,119817,111509,61343,148,327.00,436.332197
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,84466,81540,48851,33,20.00,137.006120
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,40867,39280,22019,44,217.00,197.320771
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,48190,42566,24041,39,13.00,83.510611
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,24383,22512,13921,45,714.00,145.465071
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,177606,165562,88538,279,170.00,618.480387
2017/04/10,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,146202,140220,65159,93,29.00,385.815435
2017/04/10,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,540321,525875,204996,452,226.00,1669.100995
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,17267,16131,9856,33,580.00,100.322339
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,67152,62941,35977,128,90.00,239.162509
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,87788,78566,42816,125,32.00,245.954468
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,117538,109552,60482,132,312.00,419.702530
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,85077,81306,49203,27,23.00,125.964159
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,96570,94798,59233,17,9.00,98.667712
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,33296,30050,13683,22,6.00,28.608433
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,36371,33670,21104,108,893.00,208.744448
2017/04/11,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,304810,287400,98234,102,17.00,258.428477
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,19398,18604,11911,26,644.00,127.814611
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,21735,20897,12821,19,67.00,107.364475
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,112865,108306,67647,44,50.00,336.023998
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,20636,19979,12244,32,757.00,129.149605
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,8050,7773,4552,13,44.00,30.638065
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,84466,81261,49115,21,13.00,115.393054
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,89019,87073,54992,21,13.00,96.718665
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,245026,214193,111370,579,74.00,186.608257
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,36544,33721,20945,98,1059.00,211.463585
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,175187,167289,110946,139,76.00,700.138117
2017/04/12,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,993459,972709,395299,449,65.00,350.463652
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,55878,51937,31618,103,1283.00,417.213506
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,19744,19178,11895,37,631.00,125.059741
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,78634,73344,40778,125,145.00,287.517246
