impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_08_30,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.00
2017_08_30,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",23,0,GBP,£0.35
2017_08_30,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,4,0,GBP,£0.02
2017_08_30,SCA_UK_Zenith,svn_FOOD,Foodies,6,0,GBP,£0.03
2017_08_30,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"7,297",71,GBP,£169.98
2017_08_30,SCA_UK_Zenith,Sovrn_HV1,High Viewability,5,0,GBP,£0.02
2017_08_30,SCA_UK_Zenith,TRN-11726-00d32,InMobi UK - Turn SP Ban RON,1,9,GBP,£0.00
2017_08_30,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"4,250",6,GBP,£23.00
2017_08_31,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"7,016",78,GBP,£163.44
2017_08_31,SCA_UK_Zenith,TRN-11726-00d32,InMobi UK - Turn SP Ban RON,0,1,GBP,
2017_08_31,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,3,4,GBP,£0.01
2017_08_31,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,640",2,GBP,£14.30
2017_08_31,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,30,0,GBP,£0.42
2017_08_31,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.01
2017_08_31,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,744",74,GBP,£170.15
2017_08_31,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,299,0,GBP,£3.45
2017_08_31,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,154",12,GBP,£49.87
2017_08_31,SCA_UK_Zenith,Unknown,Unknown,"1,012,947","2,480",GBP,"£1,879.57"
2017_08_31,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,1,0,GBP,£0.00
2017_08_31,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,5,0,GBP,£0.03
2017_08_31,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",47,0,GBP,£0.72
2017_08_31,SCA_UK_Zenith,svn_FOOD,Foodies,3,0,GBP,£0.01
2017_08_31,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,479",6,GBP,£15.89
2017_08_31,SCA_UK_Zenith,Sovrn_HV1,High Viewability,11,0,GBP,£0.04
2017_08_31,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,312,0,GBP,£5.28
2017_08_31,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,79,0,GBP,£0.25
2017_08_31,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
